Month,Income (₹),Savings (₹),Rent (₹),Groceries (₹),Transportation (₹),Utilities (₹),Dining Out (₹),Entertainment (₹),Medical (₹),Total Expenditure (₹)
2020-01,44800,7600,16300,2900,2000,1500,2900,1900,1200,29000
2020-01,29100,8000,9500,2700,2400,500,1800,100,1100,18100
2020-01,402700,96900,88900,35600,8500,6700,21500,9300,8100,178900
2020-01,18700,1700,3800,1400,800,800,1100,1200,900,10100
2020-01,46800,11800,12200,2800,3200,600,3300,1400,1400,25300
2020-01,373500,82500,108300,33800,9100,10000,27100,18800,2800,210700
2020-01,286100,59800,70700,21800,21800,5600,17500,4200,5700,146000
2020-01,69700,9700,11600,4100,4700,1800,5300,2600,3500,34500
2020-01,82700,11900,25500,7600,4600,2600,4100,1000,1300,47800
2020-01,50800,9600,11800,7000,2000,2000,5900,1800,2200,32200
2020-01,18000,2600,4100,1400,400,800,1700,800,600,9700
2020-01,83900,21700,21500,11300,5400,1700,6600,3300,2300,51500
2020-01,172800,24900,42000,26500,18100,4400,2000,4300,11700,110400
2020-01,175900,11100,41200,10800,9300,12400,13200,6000,1900,97400
2020-01,133300,13600,22700,12000,1800,3700,6900,4600,2500,53800
2020-01,219400,23200,55300,33600,13000,4600,7800,8800,6500,129900
2020-01,24200,4000,7500,2100,1600,600,1200,700,1600,15100
2020-01,87000,16800,24200,7900,2800,2400,3300,3800,2600,48200
2020-01,32100,5900,10500,1300,1200,800,2300,1700,1100,19100
2020-01,43000,8900,9000,3200,1500,1200,4300,1100,1100,21100
2020-01,57500,9500,9800,6100,2300,1700,4600,1800,2000,27400
2020-01,245300,41000,59600,40000,11400,7300,31700,4000,6400,162900
2020-01,42000,12000,9100,3500,1400,900,900,1500,1700,18800
2020-01,25700,6500,5800,1000,600,900,1200,900,1100,11600
2020-01,20600,4200,5700,1000,1100,600,800,600,500,10300
2020-01,189600,44600,42600,16900,8800,6600,17200,6100,2500,97900
2020-01,61700,4000,10600,7700,2500,800,3400,3600,1900,30100
2020-01,22700,3000,5000,2500,1200,700,1500,0,1200,12000
2020-01,34000,5200,9600,3500,700,300,2600,800,600,17900
2020-01,109700,14400,33700,14200,6100,3100,2600,2700,3800,66300
2020-01,17300,1500,5300,1200,700,600,800,900,200,9800
2020-01,191900,39400,55600,17400,10500,7800,16300,7100,2800,120700
2020-01,194000,51100,48200,14400,11300,6500,9000,7300,9600,107100
2020-01,29400,5300,8500,2400,2100,1100,500,1400,1200,17600
2020-01,36000,7900,9300,2200,1900,1000,1300,1000,1300,17900
2020-01,320500,56900,85900,25500,22900,8000,16900,12800,0,175000
2020-01,42100,6500,8200,3800,1800,2400,2700,900,900,20600
2020-01,63200,14900,16600,5000,2800,2400,3700,900,2500,33400
2020-01,137000,12900,39300,11700,6600,2500,6100,7800,1100,74000
2020-01,286400,19500,81300,29300,18800,3600,23900,10200,7100,167300
2020-01,306900,28700,52100,39000,19200,7800,17400,12200,12700,162500
2020-01,155800,36000,41600,20200,8200,6500,10200,2100,1100,88200
2020-01,89400,16600,14200,10100,2300,2700,4100,3400,400,38000
2020-01,36800,7500,10000,1900,2300,300,3600,2100,300,20400
2020-01,136300,38200,28700,10800,4500,3800,6800,3500,4800,61400
2020-01,52900,5800,20100,4300,1700,1600,3300,600,1100,32200
2020-01,79900,20200,21400,5600,2200,500,6900,2600,3400,42700
2020-01,247700,38700,78300,24800,12000,7500,16600,3600,7900,146500
2020-01,37800,5600,15400,1600,2800,800,2500,300,2200,25800
2020-01,52500,9700,10600,7400,1600,600,600,1000,600,21900
2020-01,18400,3600,5300,2300,1500,800,1400,400,600,12200
2020-01,81000,13600,14300,8500,5500,1600,5000,1200,1500,37700
2020-01,18600,4000,5300,1600,400,400,1400,900,700,10800
2020-01,32500,6000,12500,4100,1400,800,2100,1900,1000,24100
2020-01,30800,5200,6700,3400,900,900,1400,1200,500,14700
2020-01,67500,10500,13400,8300,4300,3200,5600,2400,1900,38900
2020-01,182300,35400,46200,16100,5500,3300,11800,5100,5700,95200
2020-01,72800,7200,29400,10500,1300,2000,2000,1200,1500,47700
2020-01,326600,37700,102500,40800,14200,10200,30300,17700,13400,230100
2020-01,61100,9700,12000,6400,4500,1300,1500,1800,900,28500
2020-01,23900,5100,8600,3100,1100,600,2000,600,1500,17800
2020-01,221700,68400,32000,17200,12900,8000,21500,10000,9800,110600
2020-01,17400,3000,7100,1000,1000,400,600,500,600,11000
2020-01,407000,29900,130200,40600,8000,10800,23200,18200,29600,256800
2020-01,21900,2900,8400,1900,700,600,1200,500,600,13900
2020-01,416400,91400,60200,35000,20900,12100,23200,18800,16300,182100
2020-01,16100,2000,4400,2000,600,500,1700,700,500,10300
2020-01,171900,17500,43100,16300,14500,6200,5600,8600,7200,101600
2020-01,89500,19600,17000,8800,2300,4400,4700,1700,4700,43100
2020-01,277200,57600,46900,22200,8800,1400,27100,8000,10600,125600
2020-01,37100,3400,11000,4300,2100,1100,1900,2200,1700,24600
2020-01,84300,10600,25400,9400,3200,1400,3100,2200,1800,46800
2020-01,397600,101300,139600,46200,4000,10400,26500,16800,10700,248300
2020-01,41400,9600,9300,3100,3700,1600,3300,2700,2300,26000
2020-01,74000,8000,18500,9600,2100,3100,3700,200,2900,40200
2020-01,178800,10800,29200,26000,10900,7600,13200,4600,6000,96900
2020-01,65900,12900,24200,7600,1600,2800,1700,2000,1200,41300
2020-01,44100,7200,11700,2900,1400,1200,1200,100,2000,20600
2020-01,57000,10900,17700,3800,1000,2500,2800,1300,1000,30100
2020-01,452500,98700,141700,35600,15900,20800,33800,7000,6300,257200
2020-01,32700,4000,11800,2400,1200,1000,2600,1400,1000,21400
2020-01,27700,4300,5600,2400,1300,1200,800,100,0,11700
2020-01,392200,49400,121100,42700,16700,11900,30600,22900,15400,259800
2020-01,222000,28500,57300,21900,4700,9800,14200,9000,7900,126800
2020-01,49000,10500,20000,4700,1900,1400,1900,700,1200,31800
2020-01,46800,8800,9400,3900,3700,1100,1200,2100,1200,22300
2020-01,34300,3000,11700,3000,2600,600,2300,1300,1000,22400
2020-01,40700,9100,11600,4600,2400,1200,3800,1200,700,25500
2020-01,59300,9400,16700,1800,3800,1800,3600,1100,1900,31000
2020-01,52000,11800,13700,4700,4700,1100,1900,2000,1400,30600
2020-01,88700,10600,31400,8700,5400,2400,1200,2800,2800,54700
2020-01,38600,4800,10700,4400,2400,1000,3800,800,1100,23800
2020-01,584700,114100,89600,34900,10900,11200,50300,5800,14400,211700
2020-01,397700,45400,137400,23100,11000,16100,26900,6900,13600,233500
2020-01,204600,33500,68000,22000,10100,8600,19800,4600,8500,139200
2020-01,64700,6900,19500,2100,2200,2600,4200,3100,1400,35400
2020-01,61000,9500,11000,7900,1800,1800,2900,2600,2200,30500
2020-01,171200,30500,32900,16600,5500,5100,12600,4000,6500,83000
2020-01,174300,31500,22400,23800,3800,3400,6800,4200,1900,67000
2020-01,37200,5900,10900,2100,1300,1300,1300,1700,1700,20300
2020-01,536000,107200,88700,41200,30400,17000,42500,18200,32600,278200
2020-01,148000,28000,20700,3000,12700,8600,12000,5000,4200,66800
2020-01,374300,65400,130700,24800,24700,15300,10500,7300,10300,226600
2020-01,97800,13900,30700,8300,6100,3200,2800,2800,2600,55300
2020-01,71600,17500,16900,2200,1300,2100,3500,2200,2800,30500
2020-01,89700,18200,22500,7000,4700,3600,3800,2600,3400,47900
2020-01,516500,60900,47300,15700,25100,10800,37100,21200,3200,156700
2020-01,181800,39800,58900,15000,10100,7500,11100,7500,3100,112100
2020-01,27600,6400,5800,3400,1200,500,2500,400,1000,15100
2020-01,26900,4700,7600,2400,2200,700,1800,600,700,15800
2020-01,66500,11900,5700,9300,3400,800,2900,1300,800,23800
2020-01,230200,13000,75600,26100,12200,8300,2900,11700,12100,150400
2020-01,477900,61800,99100,62300,5100,15500,30800,30500,8600,259700
2020-01,28900,6700,4700,1900,1400,700,500,700,900,10700
2020-01,63800,8500,15100,4200,4700,1300,2800,1800,1700,32200
2020-01,47100,8000,10300,4700,2900,2100,2000,2000,700,24400
2020-01,466400,59900,156300,19900,4700,13400,22100,9000,15300,240300
2020-01,136000,26400,31400,14200,5600,3000,3700,5800,4900,68500
2020-01,163000,33200,57900,13100,13800,8000,6800,4800,3700,106800
2020-01,57600,11800,16300,7500,2700,1300,5100,200,1400,35000
2020-01,61800,6900,19900,6800,3500,2600,5500,600,2400,40300
2020-01,32600,6100,8500,4000,2700,600,3200,800,0,19900
2020-01,29700,8200,10400,2000,1400,800,1800,1400,500,18600
2020-01,167200,37600,30000,20300,11000,5900,11200,2800,5600,87800
2020-01,140000,26000,37500,18700,8200,4100,12500,3100,3100,87800
2020-01,511400,32800,118800,45400,32000,16600,11900,17000,11200,258900
2020-01,298000,49200,106600,20200,17200,7300,23900,1500,13000,189100
2020-01,84100,23400,30700,5700,3300,1200,7800,2900,1700,52100
2020-01,182800,47400,47500,23200,7500,8200,6900,1300,10900,105700
2020-01,543000,112800,92100,92600,17900,13700,51300,20900,2000,290000
2020-01,146900,20100,42600,8900,2500,4800,16400,2600,0,75300
2020-01,21100,3900,3000,1200,1600,800,1700,300,900,9300
2020-01,55300,12500,20700,6500,2800,1800,4100,1900,800,37900
2020-01,34800,8200,7900,2300,2600,800,1100,1500,500,16500
2020-01,292100,58100,75300,35200,23700,12200,25300,10400,13100,194200
2020-01,75200,17400,16000,7800,3800,2600,2600,2500,1700,36800
2020-01,20600,3600,4100,1800,500,700,1400,700,900,10000
2020-01,232900,40500,72600,24000,10700,7400,16700,8300,4900,141900
2020-01,55000,8400,13700,5600,2000,2600,0,2000,1900,28000
2020-01,81800,16800,21500,6900,900,1900,5700,2000,1800,40800
2020-01,32600,7800,6200,1200,1300,1100,4100,1300,500,15700
2020-01,235700,52400,75400,22500,11400,5800,1800,4200,13200,137900
2020-01,52200,5600,17100,7200,1900,600,3100,2400,2400,34800
2020-01,221800,24400,54400,9300,7700,2300,2500,9300,4200,89200
2020-01,88300,21700,30800,5400,2200,1800,3300,5500,2400,51300
2020-01,113400,21600,28700,11700,6100,2700,1300,4300,5900,60800
2020-01,58900,11400,18500,5400,5100,3000,3800,2600,900,39700
2020-01,81900,15700,12000,8400,6200,3000,6500,500,1300,37900
2020-01,177400,50600,50500,12200,11200,6700,12500,7800,6600,104400
2020-01,87200,13400,21000,10900,5500,2100,3200,4200,5600,52200
2020-01,20200,5000,5500,1800,1000,600,900,1100,600,11500
2020-01,38700,7500,10400,4300,500,2100,2600,1200,1800,23300
2020-01,106800,9000,28700,10600,4600,1900,4000,2700,1600,53500
2020-01,61400,8000,18600,5800,1900,2100,1600,800,2200,32200
2020-01,111500,16000,24600,12100,5900,5100,6000,1700,2700,58200
2020-01,21700,5300,6500,2100,1600,900,800,600,1300,14000
2020-01,32600,8300,11300,1800,2900,1600,2300,100,1800,21700
2020-01,20500,4100,3300,2500,1100,700,1900,400,1300,11600
2020-01,77000,11400,15800,8800,1300,2800,9600,2400,1500,43600
2020-01,42700,5400,8900,1100,2200,1300,2900,1300,1300,19000
2020-01,48200,12000,8800,3400,2500,1700,3700,700,1700,22600
2020-01,49300,5100,11200,6000,3100,1000,2200,600,1000,25600
2020-01,598600,104000,198900,21100,29700,22700,27900,8200,19100,327200
2020-01,86600,27900,31300,10200,4400,2900,8000,2300,3800,62100
2020-01,58500,8700,15600,5000,2200,1800,3100,3600,1300,33000
2020-01,169400,17600,40200,22100,7400,8000,10500,7800,3300,100000
2020-01,79300,5900,25100,7100,4800,2200,7200,2600,1500,49900
2020-01,82800,26800,7800,5700,800,3500,4400,3200,800,26300
2020-01,221700,44500,41300,22000,9700,9500,21600,10000,9500,123300
2020-01,547600,70000,53400,48800,34900,21100,40700,22000,10600,230200
2020-01,36000,6100,6700,2400,3000,700,2600,900,600,16700
2020-01,565500,79300,116700,88500,23800,19000,24800,9800,21500,304700
2020-01,53500,3600,19400,3300,3900,2700,3900,1500,1600,36200
2020-01,39200,8900,2600,900,3300,500,1900,1800,900,12000
2020-01,40000,7300,9200,5500,1700,1100,2900,1000,1700,23400
2020-01,600000,133400,182000,43500,23300,25000,34500,8100,12900,330400
2020-01,88300,15900,25500,7200,4100,2500,7400,400,0,47300
2020-01,52000,9800,18800,4100,2500,2000,3100,1500,2600,34300
2020-01,69200,3200,18800,5000,5000,3100,7700,1000,1200,42500
2020-01,27900,6500,8000,1900,1000,900,1500,700,500,14300
2020-01,34600,4000,4500,2100,2800,1200,1600,1800,700,14300
2020-01,16200,2100,3100,1500,600,500,1100,500,500,7700
2020-01,24100,3600,3300,1900,600,800,2100,500,600,10000
2020-01,21100,1200,6300,2400,1300,1100,1800,700,900,14600
2020-01,24000,3500,6800,2500,1800,700,1500,1400,1300,16300
2020-01,45700,6400,12900,2800,2400,1200,3100,1300,900,24100
2020-01,37800,5900,7500,3500,2200,1500,2600,0,600,18500
2020-01,88100,6900,16900,6800,7800,1900,2900,3500,2000,41600
2020-01,146000,34400,40100,8800,10900,3500,12500,5100,5300,83900
2020-01,55800,11400,11900,6200,2800,1300,1600,1700,1600,28000
2020-01,174900,22400,33000,15100,7200,4800,5800,4700,3900,73000
2020-01,18900,2700,4200,1500,1400,500,1200,300,200,9200
2020-01,39600,9100,8500,2500,2600,1500,2100,2100,0,19200
2020-01,33100,5400,6600,2000,1900,900,2600,100,500,14700
2020-01,23100,2400,4000,3500,1000,900,1600,600,1100,12500
2020-01,21100,3700,6100,2100,1000,800,1300,500,800,12800
2020-01,36400,4200,13400,2100,1700,900,1200,1600,1000,22100
2020-01,24600,3400,6300,2400,1100,900,1500,1200,1000,14400
2020-01,33700,6000,9300,4100,1300,1300,2000,900,400,19700
2020-01,60800,14800,18100,5800,3400,800,4000,2000,1900,36000
2020-01,35400,10700,10100,4600,1300,1200,1700,1200,100,20100
2020-01,69300,18100,13900,3000,3700,1700,5100,3200,2400,34000
2020-01,91500,16100,34800,2800,900,3900,4700,4200,3100,54600
2020-01,160400,50600,33200,15700,6100,4000,11300,3500,5500,78100
2020-01,27500,5900,8400,2700,2000,500,2200,1000,1300,17900
2020-01,125800,15200,37400,2500,4000,3700,5900,4500,5200,63200
2020-01,77700,14400,9600,5500,4800,1600,3200,2200,900,26800
2020-01,30000,4200,7000,1800,1000,1200,2200,1100,1400,15600
2020-01,185500,19500,49000,8900,12200,4100,5000,5600,5000,89700
2020-01,549600,60200,148000,32800,24200,16400,48300,17800,200,287000
2020-01,17700,3000,5000,1900,800,800,1100,200,500,10100
2020-01,24600,5500,7700,1500,1300,1000,1400,400,1000,14200
2020-01,112300,27400,29100,6800,2600,3900,8300,4700,1700,58100
2020-01,150800,15900,43000,6200,10500,4300,10900,1800,7500,85400
2020-01,39700,6400,10200,5100,3000,1300,2400,1500,600,24100
2020-01,30900,6500,5800,3200,1300,1100,2500,900,700,15500
2020-01,47200,8900,12400,900,2900,1000,2000,2100,900,22100
2020-01,68100,15100,21300,4100,4500,2600,5300,2700,300,40900
2020-01,86900,13400,29300,9200,4200,1600,2900,2000,1300,50600
2020-01,85300,21900,25400,11000,2400,3000,6200,2300,1600,52200
2020-01,60700,10900,21500,7000,5000,1100,3100,0,1700,39700
2020-01,206600,46600,59800,16400,8700,10300,5600,5800,0,104700
2020-01,40900,6400,13100,1300,1500,1500,2700,400,1700,22100
2020-01,32600,6000,10600,3800,2700,500,1900,900,1300,21800
2020-01,138100,11600,33700,11200,8600,4100,3000,2800,6600,69000
2020-01,197700,25700,61400,18200,10900,4900,1400,3300,1500,100600
2020-01,53600,9000,10400,4500,1600,1300,3000,2600,1400,24700
2020-01,64100,11900,18200,3200,4200,2000,6400,700,2800,37400
2020-01,15300,5200,4600,1500,1700,300,1000,200,700,10000
2020-01,49500,7800,16500,4800,3300,1900,2100,1000,2600,31800
2020-01,55600,5400,17700,4300,3300,2100,4800,1300,1800,35800
2020-01,18100,5100,6100,1900,1200,600,1500,300,500,12100
2020-01,14700,3600,3700,700,600,400,1300,400,100,7200
2020-01,47800,5300,11300,3900,2100,1700,3700,1700,2200,26500
2020-01,34100,7100,8200,3100,1500,1300,2800,1400,800,19200
2020-01,46200,10600,12900,1800,1800,1600,3600,1800,1400,25500
2020-01,39400,7500,5300,3500,1700,700,1900,100,1200,14300
2020-01,76200,15200,26900,8500,3300,1700,1500,2700,0,44200
2020-01,32600,4600,8600,2600,1500,900,1500,1200,600,16700
2020-01,219900,46200,50800,19600,9800,3400,19300,4400,8100,115300
2020-01,60600,9100,5000,6500,3300,2000,3100,3300,1800,25000
2020-01,211400,4500,54400,16600,10900,9300,11900,9800,7800,120800
2020-01,216800,41600,53400,17600,11600,9200,6700,5900,9100,114300
2020-01,65100,5200,12800,3600,5200,2400,3000,1400,1100,29700
2020-01,16100,3900,3400,1400,800,600,1000,900,400,8500
2020-01,65200,7300,16800,5200,6100,3400,4700,1900,1800,41100
2020-01,75900,2500,16600,8000,4300,2900,3700,2400,3200,41500
2020-01,247500,18300,74300,26500,10200,9700,11600,7700,6600,144200
2020-01,42900,7600,8900,4900,3300,700,3500,2800,100,23600
2020-01,28800,5500,7800,2200,1400,1200,2000,800,800,16000
2020-01,39800,3800,13600,1000,400,1400,2800,1200,1600,22100
2020-01,76500,8800,19700,8600,3800,2200,7500,1300,3900,46500
2020-01,66100,11900,18800,6800,3000,1800,3100,1600,2300,37000
2020-01,71900,17100,20200,5100,5900,1800,4200,1000,600,38800
2020-01,85600,9200,22300,9100,2700,3600,6300,1500,2000,47300
2020-01,346000,70200,88300,16100,15000,10300,13200,1000,12800,151900
2020-01,40800,3100,9000,4900,3100,1000,2700,1800,1800,24700
2020-01,27000,5400,7300,2200,1600,600,1600,900,1000,15400
2020-01,31800,7200,7600,2100,1500,1000,4100,1100,800,17800
2020-01,24200,5100,8900,1700,800,600,1500,700,1000,15200
2020-01,15600,3700,4900,1300,900,400,1400,500,300,9500
2020-01,15600,3700,2500,1400,800,300,1300,800,500,7500
2020-01,39200,11400,6400,3600,1400,1600,1200,700,1600,16600
2020-01,35800,6700,9000,2800,1300,1000,800,1200,1400,17700
2020-01,39100,11400,9100,3800,1300,700,2600,1300,1500,20500
2020-01,178600,22000,44100,16100,5400,4900,16300,8400,6900,102500
2020-01,19500,3300,6000,1400,1300,700,1300,700,300,11900
2020-01,85700,14800,24200,5700,5700,2600,5300,3200,2600,48800
2020-01,56200,6600,15800,6100,3900,1800,3000,600,900,31900
2020-01,463900,17800,167600,49000,23200,14100,12500,8300,11900,275400
2020-01,22100,5100,3600,2000,1000,400,800,300,300,8400
2020-01,48700,6000,13000,5700,2200,1900,900,0,1700,25600
2020-01,349900,54600,76800,10900,24600,4500,11300,12600,200,141500
2020-01,211100,58100,76100,15400,2900,7300,9900,5500,8300,124200
2020-01,167200,35800,17600,9200,6600,6000,13300,6000,5100,64600
2020-01,34100,9700,3700,5400,1100,900,1700,1000,2000,15800
2020-01,34100,6400,9600,3800,2600,1100,2300,1100,900,21600
2020-01,202400,43200,68600,17700,8200,5500,12800,10100,5400,129200
2020-01,326500,54100,102600,37100,5600,11000,23700,9800,13100,207200
2020-01,61100,7900,12500,7500,3300,2400,2100,2400,1700,32100
2020-01,68800,14700,25100,8500,2900,1500,5900,1800,2300,48400
2020-01,27000,4200,4700,3200,1000,1000,700,1100,1200,12900
2020-01,91800,20100,32300,7500,3400,4300,4500,1000,2400,55000
2020-01,19100,2800,3500,1400,700,600,1100,0,900,8300
2020-01,65000,11000,15300,4000,4200,1600,5100,4000,300,35300
2020-01,88900,15500,27100,9300,4800,4700,8400,5100,4800,63600
2020-01,63700,15600,10000,5400,2900,2000,5000,100,200,25500
2020-01,35000,5400,12700,2700,1000,1100,3300,1000,1800,23600
2020-01,25600,6400,6000,1900,1200,800,1000,800,100,11900
2020-01,78900,9900,21300,10500,4400,2700,7100,3200,4700,54200
2020-01,31600,6200,10800,3700,1800,800,2700,1800,1000,22900
2020-01,40200,5600,8200,5800,2100,1300,0,600,600,19200
2020-01,20100,5000,6700,2100,600,800,1100,300,1200,12700
2020-01,88600,11600,33200,8100,900,2300,6600,2700,1200,55500
2020-01,42500,5800,9100,3800,3700,1100,2000,700,1100,21600
2020-01,31000,3200,11000,1800,700,800,1000,0,2100,17400
2020-01,53700,10000,7300,2800,600,1000,6100,1400,1900,21300
2020-01,24000,5200,6900,2500,1300,600,1500,1000,0,13700
2020-01,28200,5900,4900,1700,400,600,1800,800,700,11000
2020-01,484800,83100,158000,46700,16400,14500,13200,19100,11900,274300
2020-01,55900,7800,17900,6900,3400,2100,2500,2100,1800,36400
2020-01,142000,23200,57600,9900,12100,6300,5300,2100,4200,99000
2020-01,28800,4800,10400,4300,1700,900,2500,900,1100,22100
2020-01,203800,39800,50600,12300,8400,7000,14800,1500,1400,96400
2020-01,145800,27900,26900,17500,7100,4700,6700,3300,3200,68900
2020-01,41600,11800,12500,4300,600,400,3100,1300,1400,23900
2020-01,73000,13300,18700,9200,3000,1400,3900,2200,1400,40500
2020-01,49600,10000,18300,2800,2000,1900,3300,500,2300,30900
2020-01,89100,16400,9700,14200,4700,3400,5900,1200,1700,39900
2020-01,542600,87000,224200,45900,48200,20800,38300,18600,17400,416200
2020-01,190300,38300,56600,21000,2100,5400,12800,8100,5400,112900
2020-01,557600,86300,113200,74300,23300,5600,39300,15000,8200,281400
2020-01,31600,5600,9800,2300,400,600,2900,800,1000,18200
2020-01,208800,52100,73300,24000,8300,4400,15900,9200,2200,140500
2020-01,585000,88300,156800,39100,19100,21200,30200,10800,13700,289600
2020-01,19800,4000,2700,2600,400,500,1100,1100,600,9000
2020-01,22100,700,5300,1500,1500,1000,2000,200,200,11600
2020-01,257800,43500,85800,23500,14200,11500,16200,11800,10100,170400
2020-01,71600,10800,21100,7100,4700,3300,3600,2700,2400,44300
2020-01,123700,23200,30800,14000,4900,2600,5500,8200,4700,71500
2020-01,37900,6300,13300,5600,1800,1300,2500,500,1100,26200
